Open,High,Low,Close,Adj Close,Volume
1986-03-13 00:00:00,0.08854199945926666,0.1015629991889,0.08854199945926666,0.09722200036048889,0.059946492314338684,1031788800
1986-03-14 00:00:00,0.09722200036048889,0.10243099927902222,0.09722200036048889,0.10069400072097778,0.06208730861544609,308160000
1986-03-17 00:00:00,0.10069400072097778,0.10329899936914444,0.10069400072097778,0.10243099927902222,0.06315835565328598,133171200
1986-03-18 00:00:00,0.10243099927902222,0.10329899936914444,0.09895800054073334,0.09982600063085556,0.06155210733413696,67766400
1986-03-19 00:00:00,0.09982600063085556,0.10069400072097778,0.09722200036048889,0.09809000045061111,0.060481730848550797,47894400
1986-03-20 00:00:00,0.09809000045061111,0.09809000045061111,0.09461800009012222,0.09548600018024445,0.058876071125268936,58435200
1986-03-21 00:00:00,0.09548600018024445,0.09722200036048889,0.09114599972963333,0.09288199990987778,0.05727049335837364,59990400
1986-03-24 00:00:00,0.09288199990987778,0.09288199990987778,0.08940999954938889,0.09027799963951111,0.05566486343741417,65289600
1986-03-25 00:00:00,0.09027799963951111,0.09201399981975555,0.08940999954938889,0.09201399981975555,0.056735262274742126,32083200
1986-03-26 00:00:00,0.09201399981975555,0.09548600018024445,0.09114599972963333,0.09461800009012222,0.058340877294540405,22752000
1986-03-27 00:00:00,0.09461800009012222,0.09635400027036667,0.09461800009012222,0.09635400027036667,0.059411272406578064,16848000
1986-03-31 00:00:00,0.09635400027036667,0.09635400027036667,0.09375,0.09548600018024445,0.058876071125268936,12873600
1986-04-01 00:00:00,0.09548600018024445,0.09548600018024445,0.09461800009012222,0.09461800009012222,0.058340877294540405,11088000
1986-04-02 00:00:00,0.09461800009012222,0.09722200036048889,0.09461800009012222,0.09548600018024445,0.058876071125268936,27014400
1986-04-03 00:00:00,0.09635400027036667,0.09895800054073334,0.09635400027036667,0.09635400027036667,0.059411272406578064,23040000
1986-04-04 00:00:00,0.09635400027036667,0.09722200036048889,0.09635400027036667,0.09635400027036667,0.059411272406578064,26582400
